Blood Bat:n	units/bats/bloodbat-ne-3.png
Blood Bat:ne	units/bats/bloodbat-ne-3.png
Blood Bat:nw	units/bats/bloodbat-ne-3.png
Blood Bat:s	units/bats/bloodbat-se-3.png
Blood Bat:se	units/bats/bloodbat-se-3.png
Blood Bat:sw	units/bats/bloodbat-se-3.png
Bowman:n	units/human-loyalists/bowman-ne.png
Bowman:ne	units/human-loyalists/bowman-ne.png
Bowman:nw	units/human-loyalists/bowman-ne.png
Bowman:s	units/human-loyalists/bowman.png
Bowman:se	units/human-loyalists/bowman.png
Bowman:sw	units/human-loyalists/bowman.png
Dragonfly:n	units/monsters/dragonfly/young/dragonfly-n-shadow.png
Dragonfly:ne	units/monsters/dragonfly/young/dragonfly-n-shadow.png
Dragonfly:nw	units/monsters/dragonfly/young/dragonfly-n-shadow.png
Dragonfly:s	units/monsters/dragonfly/young/dragonfly-shadow.png
Dragonfly:se	units/monsters/dragonfly/young/dragonfly-shadow.png
Dragonfly:sw	units/monsters/dragonfly/young/dragonfly-shadow.png
Dread Bat:n	units/bats/dreadbat-ne-3.png
Dread Bat:ne	units/bats/dreadbat-ne-3.png
Dread Bat:nw	units/bats/dreadbat-ne-3.png
Dread Bat:s	units/bats/dreadbat-se-3.png
Dread Bat:se	units/bats/dreadbat-se-3.png
Dread Bat:sw	units/bats/dreadbat-se-3.png
Dune Firetrooper:n	units/dunefolk/burner/firetrooper.png
Dune Firetrooper:ne	units/dunefolk/burner/firetrooper.png
Dune Firetrooper:nw	units/dunefolk/burner/firetrooper.png
Dune Firetrooper:s	units/dunefolk/burner/firetrooper.png
Dune Firetrooper:se	units/dunefolk/burner/firetrooper.png
Dune Firetrooper:sw	units/dunefolk/burner/firetrooper.png
Dune Marauder:n	units/dunefolk/rider/marauder.png
Dune Marauder:ne	units/dunefolk/rider/marauder.png
Dune Marauder:nw	units/dunefolk/rider/marauder.png
Dune Marauder:s	units/dunefolk/rider/marauder.png
Dune Marauder:se	units/dunefolk/rider/marauder.png
Dune Marauder:sw	units/dunefolk/rider/marauder.png
Dune Raider:n	units/dunefolk/rider/raider.png
Dune Raider:ne	units/dunefolk/rider/raider.png
Dune Raider:nw	units/dunefolk/rider/raider.png
Dune Raider:s	units/dunefolk/rider/raider.png
Dune Raider:se	units/dunefolk/rider/raider.png
Dune Raider:sw	units/dunefolk/rider/raider.png
Dune Skirmisher:n	units/dunefolk/skirmisher/skirmisher-ne.png
Dune Skirmisher:ne	units/dunefolk/skirmisher/skirmisher-ne.png
Dune Skirmisher:nw	units/dunefolk/skirmisher/skirmisher-ne.png
Dune Skirmisher:s	units/dunefolk/skirmisher/skirmisher.png
Dune Skirmisher:se	units/dunefolk/skirmisher/skirmisher.png
Dune Skirmisher:sw	units/dunefolk/skirmisher/skirmisher.png
Dwarvish Dragonguard:n	units/dwarves/dragonguard/dragonguard-ne-bob1.png
Dwarvish Dragonguard:ne	units/dwarves/dragonguard/dragonguard-ne-bob1.png
Dwarvish Dragonguard:nw	units/dwarves/dragonguard/dragonguard-ne-bob1.png
Dwarvish Dragonguard:s	units/dwarves/dragonguard/dragonguard-se-bob1.png
Dwarvish Dragonguard:se	units/dwarves/dragonguard/dragonguard-se-bob1.png
Dwarvish Dragonguard:sw	units/dwarves/dragonguard/dragonguard-se-bob1.png
Dwarvish Fighter:n	units/dwarves/fighter-ne-bob1.png
Dwarvish Fighter:ne	units/dwarves/fighter-ne-bob1.png
Dwarvish Fighter:nw	units/dwarves/fighter-ne-bob1.png
Dwarvish Fighter:s	units/dwarves/fighter-se-bob1.png
Dwarvish Fighter:se	units/dwarves/fighter-se-bob1.png
Dwarvish Fighter:sw	units/dwarves/fighter-se-bob1.png
Dwarvish Lord:n	units/dwarves/lord-ne-bob1.png
Dwarvish Lord:ne	units/dwarves/lord-ne-bob1.png
Dwarvish Lord:nw	units/dwarves/lord-ne-bob1.png
Dwarvish Lord:s	units/dwarves/lord-se-bob1.png
Dwarvish Lord:se	units/dwarves/lord-se-bob1.png
Dwarvish Lord:sw	units/dwarves/lord-se-bob1.png
Dwarvish Steelclad:n	units/dwarves/steelclad-ne-bob1.png
Dwarvish Steelclad:ne	units/dwarves/steelclad-ne-bob1.png
Dwarvish Steelclad:nw	units/dwarves/steelclad-ne-bob1.png
Dwarvish Steelclad:s	units/dwarves/steelclad-se-bob1.png
Dwarvish Steelclad:se	units/dwarves/steelclad-se-bob1.png
Dwarvish Steelclad:sw	units/dwarves/steelclad-se-bob1.png
Dwarvish Thunderer:n	units/dwarves/thunderer/thunderer-ne-bob1.png
Dwarvish Thunderer:ne	units/dwarves/thunderer/thunderer-ne-bob1.png
Dwarvish Thunderer:nw	units/dwarves/thunderer/thunderer-ne-bob1.png
Dwarvish Thunderer:s	units/dwarves/thunderer/thunderer-se-bob1.png
Dwarvish Thunderer:se	units/dwarves/thunderer/thunderer-se-bob1.png
Dwarvish Thunderer:sw	units/dwarves/thunderer/thunderer-se-bob1.png
Dwarvish Thunderguard:n	units/dwarves/thunderguard/thunderguard-ne-bob1.png
Dwarvish Thunderguard:ne	units/dwarves/thunderguard/thunderguard-ne-bob1.png
Dwarvish Thunderguard:nw	units/dwarves/thunderguard/thunderguard-ne-bob1.png
Dwarvish Thunderguard:s	units/dwarves/thunderguard/thunderguard-se-bob1.png
Dwarvish Thunderguard:se	units/dwarves/thunderguard/thunderguard-se-bob1.png
